county,license_number,operation_type,estab_type,entity_name,dba_name,street_number,street_name,city,state,zip_code,georeference,:@computed_region_yamh_8v7k,square_footage,address_line_2,address_line_3,longitude,latitude
BRONX,757845,Store,AC,KELLY SREET DELI CORP,KELLY SREET DELI,947,E 163RD STREET,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89617, 40.82099]}",307,1400,,,-73.89617,40.82099
BRONX,756554,Store,AC,SON SONATECA GROCERY STORE CORP,RP GROCERY DELI,945,ALDUS ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89143, 40.8231]}",307,,,,-73.89143,40.8231
BRONX,756541,Store,AC,GRAB 2 GO DELI CORP,GRAB 2 GO DELI,1101,GARRISON AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88951, 40.81957]}",307,2000,,,-73.88951,40.81957
BRONX,755526,Store,AC,HEALTHY SHACK DELI GROCERY CORP,HEALTHY SHACK DELI GROCERY,1086,SOUTHERN BLVD. STORE #2 ###,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89172, 40.82599]}",307,,,,-73.89172,40.82599
BRONX,755064,Store,AC,BEL CANTO FOODS LLC,DOWN EAST SEAFOOD,311,MANIDA ST ###,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88641, 40.80688]}",307,,,,-73.88641,40.80688
BRONX,754673,Store,AC,PERLA GROCERY CORP,PERLA GROCERY,1142,EAST 165TH STREET ###,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.88748, 40.82523]}",307,,,,-73.88748,40.82523
BRONX,753620,Store,A,AAYAN FRUITS & VEGETABLES INC,AAYAN FRUITS & VEGETABLES,547,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90362, 40.81227]}",307,,,,-73.90362,40.81227
BRONX,753105,Store,AC,EL MANA MINI MARKET CORP,EL MANA MINI MARKET,1024,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89645, 40.81645]}",307,1650,,,-73.89645,40.81645
BRONX,752283,Store,AC,IRON GRILL CORP,IRON GRILL,596,SOUTHERN BLVD  ###,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90165, 40.81284]}",307,,,,-73.90165,40.81284
BRONX,751852,Store,AC,GILBERT PLACE DELI GROCERY INC,GILBERT PLACE DELI GROCERY,1204,GILBERT PLACE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88814, 40.81784]}",307,1400,,,-73.88814,40.81784
BRONX,751634,Store,AC,EL PROVOCON DELI GROCERY CORP,EL PROVOCON DELI GROCERY,622-624,MANIDA ST - STORE 1,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88782, 40.8123]}",307,1000,,,-73.88782,40.8123
BRONX,751504,Store,A,SW GROCERY & DELI CORP,SW GROCERY & DELI,935,E 163 ST - CORNER,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89653, 40.821]}",307,,,,-73.89653,40.821
BRONX,751327,Store,AC,TOP FRUITS AND VEGETABLES CORP,TOP FRUITS AND VEGETABLES,1057,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89194, 40.82482]}",307,1500,,,-73.89194,40.82482
BRONX,751207,Store,AC,MI CHAPINCITA QUETZAL CORP,MI CHAPINCITA QUETZAL,1093,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89194, 40.82605]}",307,,,,-73.89194,40.82605
BRONX,750697,Store,AC,THEMACCS LLC,MACCS,220,COSTER ST,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88505, 40.80519]}",307,2000,,,-73.88505,40.80519
BRONX,750497,Store,AC,HUNTS POINT DELI CORP,HUNTS POINT DELI,1331,SENECA AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88637, 40.81904]}",307,,,,-73.88637,40.81904
BRONX,750396,Store,AC,SLOW COCOA LLC,SLOW COCOA,1361,VIELE AVE #201  ##,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88142, 40.80729]}",307,800,,,-73.88142,40.80729
BRONX,749781,Store,AC,WESTCHESTER GROCERY CORP,WESTCHESTER GROCERY,987,WESTCHESTER AVE ####,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89425, 40.8235]}",307,1300,,,-73.89425,40.8235
BRONX,749183,Store,AC,S WON PROVISIONS INC,JJ SOUTHERN FARM FRUIT,1046,SOUTHERN BLVD ##,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89188, 40.82414]}",307,1600,,,-73.89188,40.82414
BRONX,748846,Store,AC,SOUTHERN BLVD GORMET DELI & SMOKE SHOP C,SOUTHERN BLVD GORMET DELI & SMOKE SHOP,1007,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89179, 40.82304]}",307,600,,,-73.89179,40.82304
BRONX,748813,Store,AC,ECUATORIANITAS DELI CORP,ECUATORIANITAS DELI,978,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89766, 40.81716]}",307,,,,-73.89766,40.81716
BRONX,748738,Store,AC,LILIS DELI GROCERY CORP,LILIS DELI GROCERY,995,"KELLY STREET, STORE 16",BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89586, 40.82283]}",307,600,,,-73.89586,40.82283
BRONX,748669,Store,AC,BENEFISHAL SEAFOOD LLC,BENEFISHAL SEAFOOD,800,FOOD CENTER DR UNIT 36 ###,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.87625, 40.80434]}",307,800,,,-73.87625,40.80434
BRONX,748248,Store,AC,FRIENDLY DELI INC,FRIENDLY DELI,671,KELLY STREET,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90229, 40.81538]}",307,800,,,-73.90229,40.81538
BRONX,748165,Store,AC,FASO AFRICAN MARKET CORP,FASO AFRICAN MARKET,953A,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89603, 40.82254]}",307,400,,,-73.89603,40.82254
BRONX,748164,Store,A,BAJAJ FOOD CORP,EVERYDAY SAVINGS,1031,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89271, 40.82428]}",307,2000,,,-73.89271,40.82428
BRONX,747730,Store,A,ST JOHN MARKET INC,ST JOHN MARKET,639,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90106, 40.81301]}",307,,,,-73.90106,40.81301
BRONX,747379,Store,A,BROTHERS & BOBO LLC,BROTHERS & BOBO,902,HUNTS POINT AVENUE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88988, 40.81956]}",307,550,,,-73.88988,40.81956
BRONX,745838,Store,AC,BEST DAY & NIGHT DELI GROCERY CORP,BEST DAY & NIGHT DELI GROCERY,1017,LEGGET AVE,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89964, 40.81412]}",307,,,,-73.89964,40.81412
BRONX,744765,Store,A,PRIME NOW LLC,PRIME NOW,1080,LEGGETT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.8963, 40.81228]}",307,180000,,,-73.8963,40.81228
BRONX,744542,Store,AC,EDIBLE ARRANGEMENTS LLC,EDIBLE ARRANGEMENTS,880,EAST 163RD STREET ###,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89853, 40.82097]}",307,,,,-73.89853,40.82097
BRONX,743503,Store,A,MO DISCOUNT CORP,MO DISCOUNT,548,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90354, 40.8123]}",307,600,,,-73.90354,40.8123
BRONX,743488,Store,AC,CPR DELI & GROCERY CORP,CANCUN DELI GROCERY 1,908,EAST 163RD STREET,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89802, 40.82099]}",307,500,,,-73.89802,40.82099
BRONX,743035,Store,AC,INTERVALE DELI FOOD CORP,INTERVALE DELI FOOD,1006,INTERVALE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89686, 40.82339]}",307,,,,-73.89686,40.82339
BRONX,742852,Store,AC,LOS 2 HERMANITOS DELI GROCERY CORP,LOS 2 HERMANITOS II DELI GROCERY,865,EAST 165TH STREET,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89918, 40.82392]}",307,,,,-73.89918,40.82392
BRONX,742802,Store,A,FAMILY DOLLAR STORES OF NEW YORK LLC,FAMILY DOLLAR #33004,867,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90093, 40.81913]}",307,,,,-73.90093,40.81913
BRONX,742731,Store,AC,PEACE AND LOVE DELI MARKET CORP,PEACE AND LOVE DELI MARKET,950,LONGWOOD AVENUE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89828, 40.81756]}",307,,,,-73.89828,40.81756
BRONX,741851,Store,ABK,MADRID BAKERY LLC,VALENCIA BAKERY,801,EDGEWATER RD,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88342, 40.81755]}",307,5000,,,-73.88342,40.81755
BRONX,741208,Store,AC,JIMENEZ FRUITS & VEGETABLES INC,JIMENEZ FRUITS & VEGETABLES,901,SOUTHERN BLVD. STORE B,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89287, 40.81957]}",307,1200,,,-73.89287,40.81957
BRONX,741041,Store,AC,ALKAIFI MUAAMAR A,EXPRESS CANDY,797,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89638, 40.81615]}",307,950,,,-73.89638,40.81615
BRONX,740372,Store,AC,WILLYS GROCERY STORE INC,WILLYS GROCERY STORE,699,BECK STREET ####,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.9003, 40.81503]}",307,1100,,,-73.9003,40.81503
BRONX,740303,Store,AC,MONTHER FOOD MART AND DELI CORP,MONTHER FOOD MART AND DELI,1078,E 165TH STREET ####,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89073, 40.82507]}",307,1200,,,-73.89073,40.82507
BRONX,738717,Store,AC,SNACK ATTACK DELI 1 INC,SNACK ATTACK DELI 1,976,LONGWOOD AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89788, 40.8173]}",307,1000,,,-73.89788,40.8173
BRONX,738608,Store,AC,FRIENDS DELI & GRILL CORP,FRIENDS DELI & GRILL,585,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90218, 40.81269]}",307,1200,,,-73.90218,40.81269
BRONX,738317,Store,AC,LUCKY 2 GOURMET DELI INC,LUCKY 2 GOURMET DELI,1007,E 163RD STREET ####,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89305, 40.82097]}",307,,,,-73.89305,40.82097
BRONX,737282,Store,AC,JAIVERY DELI GROCERY CORP,JAIVERY DELI GROCERY,907,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89278, 40.81966]}",307,1000,,,-73.89278,40.81966
BRONX,737185,Store,AC,ROSELYN DELI GROCERY CORP,ROSELYN DELI GROCERY,698,BECK STREET,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90041, 40.815]}",307,,,,-73.90041,40.815
BRONX,736933,Store,AC,HUNTS POINT MARKET INC,HUNTS POINT MARKET,1081,LEGGETT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.89598, 40.81214]}",307,1300,,,-73.89598,40.81214
BRONX,736425,Store,AC,EL SITIO 2 DELI GROCERY CORP,EL SITIO DELI GROCERY,954,PROSPECT AVENUE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90042, 40.82255]}",307,1200,,,-73.90042,40.82255
BRONX,735130,Store,AC,SALCEDO SUPERMARKET CORP,SALCEDO SUPERMARKET,1318,LAFAYETTE AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88643, 40.81689]}",307,2000,STORE 1-2-3,,-73.88643,40.81689
BRONX,733306,Store,AC,549 GROCERY INC,549 GROCERY,549,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90358, 40.81228]}",307,700,,,-73.90358,40.81228
BRONX,732196,Store,AC,901 GOURMET DELI CORP,901 GOURMET DELI,901,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89287, 40.81957]}",307,1000,,,-73.89287,40.81957
BRONX,731695,Store,AC,947 DELI GROCERY CORP,947 DELI GROCERY,947,EAST 163RD ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89617, 40.82099]}",307,1000,,,-73.89617,40.82099
BRONX,731565,Store,AC,INTERVALE DELI CORP,INTERVALE DELI,1103,INTERVALE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89706, 40.82619]}",307,900,,,-73.89706,40.82619
BRONX,731084,Store,ACDK,R & J SEAFOOD CORP,R & J SEAFOOD,800,FOOD CENTER DRIVE UNIT 117 ###,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.87625, 40.80434]}",307,1500,,,-73.87625,40.80434
BRONX,730509,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL # 19211,900,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89289, 40.81955]}",307,1500,,,-73.89289,40.81955
BRONX,730328,Store,AC,HPA DELI CORP,HPA DELI,803,HUNTS POINT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88812, 40.81693]}",307,1200,,,-73.88812,40.81693
BRONX,729127,Store,A,DISCOUNT CORP AND 99 CENT,DISCOUNT CORP AND 99 CENT,545 A,SOUTHERN BLVD ####,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.90377, 40.81223]}",307,,,,-73.90377,40.81223
BRONX,728049,Store,AC,A & G DELI GROCERY III CORP,A & G DELI GROCERY III,948,E 163RD ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89606, 40.82099]}",307,1200,,,-73.89606,40.82099
BRONX,725894,Store,AC,A AND J SUPER FOOD INC,ANTILLANA FRESH MEAT MARKET,1025,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89319, 40.82403]}",307,3000,,,-73.89319,40.82403
BRONX,725369,Store,AC,ROYAL DELI INC,ROYAL DELI,980,INTERVALE AVE ###,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89687, 40.82266]}",307,,,,-73.89687,40.82266
BRONX,725218,Store,AC,EXCEL FOOD MART LLC,EXCEL FOOD MART,1264,RANDALL AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88705, 40.81204]}",307,1200,,,-73.88705,40.81204
BRONX,724739,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #05191,925,HUNTS POINT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89091, 40.8204]}",307,2500,,,-73.89091,40.8204
BRONX,724557,Store,AC,SABOR LATINO DELI SUPERMARKET CORP,SABOR LATINO DELI SUPERMARKET,1000,LONGWOOD AVENUE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89718, 40.81689]}",307,2000,,,-73.89718,40.81689
BRONX,724181,Store,AC,NELLYS DELI GROCERY CORP,NELLYS DELI GROCERY,1240,SPOFFORD AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.8894, 40.81407]}",307,1000,,,-73.8894,40.81407
BRONX,723677,Store,AC,SOUTHERN BLVD MEAT MARKET CORP,SAGAL MEAT MARKET,1091,SOUTHERN BLVD,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89194, 40.8258]}",307,2500,,,-73.89194,40.8258
BRONX,723294,Store,ACDK,GRADYS COLD BREW INC,GRADYS COLD BREW,819,GARRISON AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.89343, 40.81565]}",307,8000,,,-73.89343,40.81565
BRONX,723232,Store,AC,MARIA FOOD MARKET CORP,MARIA FOOD MARKET,920,PROSPECT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90074, 40.82179]}",307,1100,,,-73.90074,40.82179
BRONX,722667,Store,AC,LO MAXIMO DELI GROCERY LLC,LO MAXIMO DELI GROCERY,710,BECK STREET,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.9, 40.81513]}",307,1100,,,-73.9,40.81513
BRONX,722504,Store,AC,CRYSTAL JAIDA GROCERY CORP,CRYSTAL JAIDA GROCERY,1090,LONGFELLOW AVE ####,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.88784, 40.82606]}",307,1000,,,-73.88784,40.82606
BRONX,721060,Store,AC,VERACRUZ DELI & GROCERY INC,VERACRUZ DELI & GROCERY,1019,E 167TH ST ###,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.88898, 40.82676]}",307,900,,,-73.88898,40.82676
BRONX,718974,Store,AC,A&G DELI GROCERY II CORP,A & G DELI GROCERY II,976,PROSPECT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90008, 40.82338]}",307,,,,-73.90008,40.82338
BRONX,718789,Store,AC,CT GROCERY NY CORP,CT GROCERY NY,869,BRYANT AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88665, 40.81879]}",307,,,,-73.88665,40.81879
BRONX,718452,Store,AC,LA REYNA DE WESTCHESTER DELI GROCERY COR,LA REYNA DE WESTCHESTER DELI GROCERY,1218,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.88915, 40.8261]}",307,,,,-73.88915,40.8261
BRONX,717675,Store,AC,FERNANDEZ ALCIBIADES A,FERNANDEZ DELI GROCERY,1086,KELLY ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89582, 40.82576]}",307,1000,,,-73.89582,40.82576
BRONX,716722,Store,ABCK,ALL NATURAL PRODUCTS INC,DAVIDOVICH BAKERY,727,DRAKE ST,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88303, 40.81598]}",307,10000,,,-73.88303,40.81598
BRONX,715252,Store,AC,FMM DIGITAL ENTERPRISES CORP,FULTON FISH MARKET,800,FOOD CENTER DRIVE UNIT 3-4,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.87625, 40.80434]}",307,3000,,,-73.87625,40.80434
BRONX,713735,Store,AC,LA MINA MINI MARKET CORP,LA MINA MINI MARKET,1000,HOE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89044, 40.82335]}",307,1500,,,-73.89044,40.82335
BRONX,713293,Store,AC,CHANNELS DELI GROCERY INC,CHANNELS DELI GROCERY,910,PROSPECT AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.90091, 40.82136]}",307,900,,,-73.90091,40.82136
BRONX,711580,Store,AC,SOUTHERN SEAFOOD MARKET INC,SOUTHERN FISH MARKET,1037E,163ST,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89141, 40.82099]}",307,2000,,,-73.89141,40.82099
BRONX,711438,Store,AC,MUKTI 1360 PETROLEUM INC,BP FOOD SHOP,1360,BRUCKNER BLVD  ###,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.88547, 40.82248]}",307,1500,,,-73.88547,40.82248
BRONX,707988,Store,AC,EL VALLE PRODUCE & DELI INC,EL VALLE PRODUCE & DELI,796,SOUTHERN BLVD,BRONX,NY,10455,"{'type': 'Point', 'coordinates': [-73.89646, 40.81608]}",307,2000,,,-73.89646,40.81608
BRONX,707170,Store,A,ALDUS 99 CENT DISCOUNT STORE CORP,ALDUS 99 CENTS DISCOUNT STORE,951,HOE AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.8904, 40.82295]}",307,,,,-73.8904,40.82295
BRONX,705333,Store,AC,GUERRERO UBALDO,MEXICAN DELI INC,1302-1304,LAFAYETTE AVE,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.88689, 40.81682]}",307,600,,,-73.88689,40.81682
BRONX,704892,Store,AC,950 FAIR FOOD CORP,FINE FARE SUPERMARKET,950,WESTCHESTER AVE,BRONX,NY,10459,"{'type': 'Point', 'coordinates': [-73.89614, 40.82248]}",307,10000,,,-73.89614,40.82248
BRONX,704399,Store,ABCK,OVEN ARTISANS LLC,ORWASHERS,1187,E 156TH ST,BRONX,NY,10474,"{'type': 'Point', 'coordinates': [-73.89263, 40.81244]}",307,8000,,,-73.89263,40.81244
